,段起点,段止点,w
9682,高科中路 ,李冰路,0.2607798584449842
9683,李冰路,蔡伦路,0.2621080188947698
9684,蔡伦路,张衡路,0.26771383202437665
9685,高科中路  ,李冰路,0.25
9686,李冰路,蔡伦路 ,0.25
9687,蔡伦路,张衡路,0.2543004587155963
9688,张衡路,高科路,0.3168087629157021
9689,惠南黄家路,振欣路,0.0
9690,南浦服装厂,马五公路,0.0
9691,振欣路,文卫路,0.0
9692,环林西路,东明路,1.0
9693,东明路,环林东路,1.0
9694,杨高中路,蓝天路,0.4801223241590214
9695,蓝天路,碧云路,0.3
9696,碧云路,明月路,0.3119398670135877
9697,明月路,锦绣东路,0.3236842105263158
9698,博成路,世博大道,0.4135567402894136
9699,国展路,博成路,0.25
9700,兰谷路,兰嵩路,0.4119601328903654
9701,兰嵩路,张杨北路,0.39268680445151033
9702,芳芯路,高科西路,0.26666666666666666
9703,芳华路,芳草路,0.26666666666666666
9704,芳草路,芳芯路,0.26666666666666666
9705,花木路,梅花路,0.2567009575339052
9706,梅花路,樱花路,0.29476331360946745
9707,樱花路,杜鹃路,0.2654004194301887
9708,杜鹃路,龙阳路,0.04578682016981674
9709,龙阳路,龙汇路,0.0
9710,龙汇路,芳华路,0.0
9711,滨江大道,陆家嘴环路,0.3959428043692876
9712,金亭路,祝城路,0.09657523129362117
9713,祝城路,百熙桥,0.1250162781612189
9714,海科路,华夏中路,0.11309830897105187
9715,浦三路,新浦支路,0.3326802695082907
9716,云台路,杨高南路,0.36036669115533265
9717,浦三路,新浦路,0.3326802695082907
9718,长清路,灵岩南路,0.4
9719,东后老街,新场大街,0.0
9720,东后老街,后心港,0.0
9721,地平桥,东后老街,0.25198337740838683
9722,包桥街,15弄9号,0.0
9723,后心港,石笋街,0.0
9724,后治河,奉新公路,0.0
9725,川沙南桥路,学北路,0.3684473290064903
9726,学北路,川环南路,0.3684461391801716
9727,西泥路,三灶浜路,0.0
9728,车站路,操场街,0.677713590757069
9729,操场街,北市街,0.37500000000000006
9730,北市街,西泥路,0.0
9731,玉泉街,杨思港,0.0
9732,人民西路,十字街,0.5079718490083174
9733,惠北桥,人民西路,0.4327485380116959
9734,惠北桥,民俗村,0.2188921155005205
9735,王桥街,华夏东路,0.0
9736,北城壕路,三灶浜路,0.4894259818731118
9737,西市街,场署街,0.49899653347929207
9738,场署街,中市街、乔家浜路,0.4547354526454735
9739,中市街、乔家浜路,乔港路,0.45489199491740784
9740,乔港路,新川路,0.4617472215042647
9741,三灶浜路,西市街,0.513455711994297
9742,华夏东路,北市街,0.40697944040810013
9743,建筑工地,欧高路,0.0
9744,上港二区,浦东大道,0.32511100148001976
9745,浦东大道,定水浜,0.0
9746,定水浜,洋泾镇,0.0
9747,浴室路,康沈路,0.0
9748,椿樟街,浴室路,0.0
9749,椿樟街,新村弄,0.0
9750,东方路,临沂北路,0.38758342212999836
9751,环龙路,东方路,0.3
9752,三泉花园,南泉路,0.6759148529060034
9753,南泉路,浦东南路,0.9275662251655629
9754,浦东南路,浦明路,0.0
9755,笔化厂,康沈路,0.29030284490669933
9756,张衡路,科苑路,0.42857142857142855
9757,松涛路,春晓路,0.1971738606221365
9758,春晓路,祖冲之路,0.18155066530194472
9759,科苑路,松涛路,0.3187435633367662
9760,祖冲之路,晨晖路,0.2352630187681734
9761,晨晖路,高科中路,0.2595392688784132
9762,金科路,紫竹路,0.2788288910371496
9763,紫竹路,金桥路,0.2956658561007009
9764,红枫路,黄杨路,0.16929547844374343
9765,黄杨路,蓝桉路,0.32854420172995163
9766,蓝桉路,云山路,0.29242661108216084
9767,云山路,白桦路,0.21542061830274664
9768,白桦路,黑松路,0.2
9769,沂林路,高科西路,0.375
9770,高科西路,云台路,0.3750953761635892
9771,高科西路,莲园路,0.26968453449602464
9772,陈春路,杨莲路,0.22191037960232138
9773,莲园路,成山路,0.2697461768879079
9774,德平路,万德路,0.4283251231527094
9775,金桥路,枣庄路,0.3626066718386346
9776,枣庄路,云山路,0.39378355895031386
9777,云山路,居家桥路,0.3931939718035975
9778,居家桥路,龙居路,0.35397279885468863
9779,龙居路,德平路,0.4244824942499361
9780,万德路,罗山路,0.39463322152544844
9781,罗山路,崮山路,0.3877551020408163
9782,北洋泾路,苗圃路,0.2646749421418052
9783,崮山路,北洋泾路,0.38780224857538886
9784,归昌路,凌河路,0.3911839094303264
9785,凌河路,东陆路,0.43128140703517587
9786,东陆路,牟平路,0.38711947914833716
9787,荷泽路,台儿庄路,0.41997606354042
9788,台儿庄路,张杨北路,0.2787557270315891
9789,张杨北路,柳埠路,0.3625798954096456
9790,柳埠路,兰城路,0.36562911003945636
9791,兰城路,长岛路,0.36909040641415536
9792,牟平路,荷泽路,0.42441377016464327
9793,长岛路,莱阳路,0.3020439061317184
9794,金科路,李冰路,0.27759454705364994
9795,李冰路,哈雷路,0.155320813771518
9796,哈雷路,爱迪生路,0.16915292107511337
9797,爱迪生路,哥白尼路,0.2417293462973155
9798,金科路,三星河桥,0.23781274181067835
9799,三星河桥,华佗路,0.3174135390482794
9800,华佗路,长浜桥,0.2684087916540059
9801,长浜桥,科苑路,0.21091474072635463
9802,科苑路,达尔文路,0.26233805137422306
9803,达尔文路,三八河,0.26618136012772253
9804,北城壕路,三灶浜路,0.0
9805,三灶浜路,场署街,0.0
9806,浦三路,南码头路,0.460036832412523
9807,南码头路,邹平路,0.41581496226751435
9808,邹平路,东明路,0.43296597987541924
9809,东明路,云莲路,0.4366533864541833
9810,云莲路,云台路,0.4606877304063483
9811,历城路,长清路,0.33660505206516866
9812,上南路,历城路,0.28550551945862096
9813,云台路,洪山路,0.415512844436151
9814,洪山路,上南路,0.4572180019491876
9815,福山路,东方路,0.3333333333333333
9816,东方路,荣成路,0.3684210526315789
9817,荣成路,即墨路,0.48148528958152786
9818,民生路,苗圃路,0.244080350129054
9819,桃林路,民生路,0.34988414432307186
9820,华开路,桃林路,0.3146537842190016
9821,福山路,源深路,0.5178571428571429
9822,源深路,华开路,0.3573424402359516
9823,苗圃路,歇浦路,0.7739300584742099
9824,歇浦路,罗山路,0.3333333333333333
9825,东陆路,牟平路,0.5262455516014235
9826,台儿庄路,平度路,0.3999354074712025
9827,柳埠路,兰城路,0.4013881868025042
9828,兰城路,博兴路,0.4188140083565093
9829,牟平路,荷泽路,0.4477594532179431
9830,荷泽路,台儿庄路,0.45589047145854034
9831,平度路,张杨北路,0.3702984712448435
9832,张杨北路,柳埠路,0.3988230639897142
9833,丁香路,迎春路,0.31835879005690326
9834,迎春路,锦绣路,0.33333333333333326
9835,耀华路,昌里路,0.2548897998699079
9836,昌里路,成山路,0.2778496598355524
9837,成山路,德州路,0.3055555555555556
9838,德州路,川杨河,0.25646794150731156
9839,世博大道,博成路,0.3125
9840,博成路,国展路,0.3125
9841,国展路,雪野二路,0.3125
9842,华夏西路,上浦路,0.34782608695652173
9843,凌兆路,三林路,0.34782608695652173
9844,上浦路,凌兆路,0.3314191960623462
9845,华城广场,杨思路,0.5
9846,杨思路,海阳路,0.24241063913360641
9847,海阳路,华夏西路,0.24242424242424243
9848,中市街,操场街,0.0
9849,操场街,乔家弄,0.0
9850,乔家弄,北市街,0.0
9851,东亭路,江明路,0.46246973365617433
9852,江明路,川南奉公路,0.4463750748951468
9853,朝晖新村,牌楼东路,0.0
9854,永春东路,原车站村委会,0.0
9855,车站桥,永春东路,0.0
9856,沪南公路,胡兰桥,0.0
9857,新场大街５１２弄,车站路１１弄,0.0
9858,沪南公路,马路港,0.0
9859,石家街,高桥西街,0.0
9860,藿香路,科苑路,0.32744199318720907
9861,科苑路,松涛路,0.321048632218845
9862,松涛路,碧波路,0.32530264415418925
9863,金科路,藿香路,0.287766960654987
9864,碧波路,景明路,0.28759849747225125
9865,杨高南路,浦三路,0.22006472491909385
9866,浦三路,经一路,0.26277372262773724
9867,经一路,经二路,0.26011560693641617
9868,经二路,六里路,0.26129032258064516
9869,六里路,下南路,0.25673534072900156
9870,下南路,锦绣路,0.24060150375939848
9871,锦绣路,博华路,0.2608695652173913
9872,长清路,西营路,0.295
9873,上南路,灵岩路,0.21921267640505074
9874,灵岩路,长清路,0.2052980132450331
9875,杨高南路,邹平路,0.11661886283111186
9876,邹平路,东明路,0.19998402258141826
9877,东明路,云莲路,0.24457308248914617
9878,云莲路,云台路,0.20798749595774493
9879,云台路,洪山路,0.20841487279843443
9880,洪山路,上南路,0.20912155834425922
9881,华夏二路,妙境路,0.0
9882,中山路,卫星西路,0.38572542901716067
9883,西门大街,向阳西路,0.43075842696629213
9884,向阳西路,中山路,0.38688981868898187
9885,人民西路,西门大街,0.38946523757666074
9886,人民西路,惠南西门路,0.3956043956043956
9887,惠南西门路,卫星河北岸向北60M,0.34912812369896307
9888,文化路,人民西路,0.37461436111882795
9889,拱极路,文化路,0.36250504924960386
9890,环林西路,金谊河,0.42635115636723425
9891,海科路,环科路,0.2857142857142857
9892,上科路,海科路,0.24999630969075207
9893,学北路,川环南路,0.3
9894,太平桥,川沙曙光路,0.0
9895,川沙曙光路,川黄路,0.1365441906653426
9896,川黄路,保健路,0.17945420774396342
9897,保健路,川沙路,0.1849768778902637
9898,艳阳路,妙境路,0.18181818181818182
9899,妙境路,界龙一路,0.23669707335613835
9900,界龙一路,华夏二路,0.27348286462484345
9901,华夏二路,华东路,0.2499551730320961
9902,川沙路,艳阳路,0.2
9903,川沙城南路,川沙南桥路,0.36
9904,新川路,川沙城南路,0.26666666666666666
9905,川沙南桥路,学北路,0.33333333333333337
9906,学北路,川环南路,0.38708579210167954
9907,施镇河桥,施新路,0.3564287375029063
9908,施新路,施新二路,0.7439977369965701
9909,施新二路,施新三路,0.35377192269117125
9910,施新二路,施新三路,0.3234709910764578
9911,施新三路,闻居路南130米,0.3015174486469081
9912,施镇河桥北,施新路,0.14230998517549368
9913,施新路,施新三路,0.17592990876366846
9914,金港路,金湘路,0.22537062732783175
9915,金沪路,金桥路,0.21333903377511756
9916,金滇路,金沪路,0.2373099716567895
9917,金豫路,金港路,0.2358599804043823
9918,申江路,金豫路,0.20950533462657614
9919,唐陆公路,申江路,0.21428571428571427
9920,金穗路,金苏路,0.31670335045243336
9921,金湘路,金滇路,0.23255813953488372
9922,东河浜路,操场街,0.0
9923,北城壕路,公安支路,0.0
9924,华夏东路,东河浜路,0.0
9925,曙光北路,川黄路,0.4986276303751144
9926,川黄路,临园路,0.511677525050482
9927,临园路,川沙路,0.5502634779083908
9928,川沙路,进贤路,0.507164759404373
9929,进贤路,妙境路,0.4536606009310199
9930,川沙路,民贤路,0.47438005047581566
9931,民贤路,进贤路,0.49460102489019037
9932,进贤路,妙境路,0.4844517184942717
9933,运河,护塘街,0.0
9934,护塘街,东门外街,0.0
9935,东门外街,东河浜路,0.0
9936,东河浜路,东城壕路,0.0
9937,护塘街西,川沙曙光路,0.5222151916146249
9938,川沙曙光路,川黄路,0.5213534047472984
9939,川黄路,保健路,0.5523514066135514
9940,保健路,川沙路,0.5153658304525705
9941,川沙路,妙境路,0.37317956126803836
9942,妙境路,华城路,0.43210098378329814
9943,华城路,华夏二路,0.43191278493557983
9944,川沙南桥路,学北路,0.29411764705882354
9945,学北路,川环南路,0.29420962109761817
9946,绣川路,平川路,0.3299233849904231
9947,进贤路,妙境路,0.4316033185413853
9948,西河浜路,川沙路,0.0
9949,华夏一路,华夏二路,0.41672088484059855
9950,临河小区,华夏一路,0.41662859753312015
9951,年家浜路,汇丽路,0.2744656917885265
9952,集市贸易市场,川南奉公路,0.0
9953,川南奉公路,机械厂,0.0
9954,踵荣路,治龙路,0.0
9955,环南一大道,周川公路,0.0
9956,周川公路,拯安路,0.0
9957,拯安路,踵荣路,0.0
9958,溪兰路,高城路,0.3924231593995711
9959,高城路,莱阳路,0.39223454833597465
9960,莱阳路,张杨北路,0.3924812030075188
9961,航津路,高城路,0.3921259842519685
9962,张杨北路,黑白交界,0.4
9963,高城路,溪兰路,0.3925035360678925
9964,碧波路,景明路,0.3176316901679026
9965,松涛路,碧波路,0.34190321589961825
9966,科苑路,松涛路,0.3288666818078583
9967,环林西路,金谊河,0.40226177099568666
9968,泰环路,环林西路,0.4375
9969,高荷路,高城路,0.5192307692307693
9970,高城路,溪兰路,0.5191740412979351
9971,溪兰路,高城路,0.5190930787589498
9972,高城路,莱阳路,0.5193992490613266
9973,莱阳路,张杨北路,0.5190930787589498
9974,中大街,年家浜路,0.0
9975,大同路,石家街,0.3569230769230769
9976,金科路,银柳路,0.199207135777998
9977,银柳路,紫竹路,0.30558015943312666
9978,紫竹路,金桥路,0.2766407904022583
9979,申江路,张东路,0.3333126203939601
9980,高科中路,华佗路,0.23426328759621529
9981,华佗路,蔡伦路,0.2662832625861518
9982,浦三路,新浦路,0.2772697150430749
9983,川南奉公路,农机校,0.0
9984,川南奉公路,川沙镇界,0.0
9985,兴黄路,银品路,0.0
9986,银品路,香兴路,0.0
9987,港城路,草高支路,0.33274917853231106
9988,草高支路,花山路,0.3
9989,花山路,清溪路,0.3333333333333333
9990,大治河路,奉惠港路,0.0
9991,香楠路,马家浜桥,0.4545698347993993
9992,广兰路,香楠路,0.4312842411676667
9993,马家浜桥,张江路,0.4077887654195127
9994,芳春路桥,张东路,0.20904960707269157
9995,张东路,金秋路,0.20703077676704365
9996,金秋路,申江路,0.3081036610448375
9997,港湾学校,金桥路,0.0
9998,中横港,川南奉公路,0.0
9999,中横港,川南奉公路,0.0
10000,华夏东路,新德西路,0.4574630667345899
10001,新德西路,勤川路,0.2217201871873487
10002,耀江路,耀龙路,0.19999154905771996
10003,灵山路,杨高中路,0.41050702504581554
10004,羽山路,灵山路,0.4324582338902148
10005,博山东路,张杨路,0.427902895583504
10006,栖山路,博山东路,0.39264145684288765
10007,浦东大道,栖山路,0.40596696856686204
10008,张杨路,羽山路,0.44224422442244227
10009,新德西路,勤川路,0.2933402224458162
10010,新德西路,荣川路,0.3735745520020578
10011,普达,川六公路,0.4375043634078797
10012,长清路,西营路,0.38190068790103476
10013,灵岩路,长清路,0.39626702289509813
10014,上南路,灵岩路,0.3787077242982081
10015,西营路,济阳路,0.3821054485833142
10016,洪山路,上南路,0.39891416431650745
10017,云台路,洪山路,0.5034031164667364
10018,耀龙路,耀江路,0.3333333333333333
10019,济明路,耀龙路,0.38601838980354064
10020,济阳路,济明路,0.255881675496035
10021,张杨北路,繁锦路,0.367173128023438
10022,繁锦路,芳湄路,0.3900126908433642
10023,合欢路,桃林路,0.30936586286037665
10024,民生路,合欢路,0.31453576452764853
10025,长柳路,民生路,0.29508196721311475
10026,金松路,长柳路,0.3118391950027951
10027,桃林路,东绣路,0.24061463761250593
10028,锦绣路,迎春路,0.3140573577809121
10029,迎春路,紫槐路,0.2998736760275969
10030,紫槐路,芳甸路,0.32148900169204736
10031,芳甸路,金松路,0.2775432247687977
10032,苗圃路,北洋泾路,0.2673097868367823
10033,十三厂,杨家弄,0.0
10034,杨家弄,竹行街,0.0
10035,浦东大道,兴运路,0.44813805631244324
10036,兴运路,莱阳路,0.49457278040634567
10037,莱阳路,张杨北路,0.4736985554647043
10038,浦城路,渡口,0.21583751482783012
10039,浦东南路,浦城路,0.3775263244592557
10040,车站路,中市街,0.42164907189673284
10041,中市街,乔港路,0.4888888888888889
10042,乔港路,新川路,0.4213296938974459
10043,浦东南路,陆家嘴环路,0.4
10044,上南路,新渡口,0.2469867769239771
10045,金龙街,康沈路,0.3902439024390244
10046,小云台街,金龙街,0.3902439024390244
10047,南码头路,临沂路,0.2414398595258999
10048,浦三路,南码头路,0.23260643821391486
10049,兰陵路,浦三路,0.21118349619978286
10050,栖霞路,乳山路,0.30172941759748023
10051,浦东大道,栖霞路,0.28245130641330163
10052,昌邑路,浦东大道,0.5
10053,上粮八库,昌邑路,0.5
10054,龙阳路,东三里桥路,0.2037971641432348
10055,沂林路,浦东南路,0.20170142700329308
10056,临沂路,沂林路,0.20454545454545456
10057,乳山路,商城路,0.3290005556705636
10058,东三里桥路,兰陵路,0.2571463851330493
10059,浦建路,北园路,0.44540796216003153
10060,蓝村路,浦建路,0.9143617131813553
10061,峨山路,蓝村路,0.23210526315789476
10062,张家浜桥,峨山路,0.24024504995094997
10063,浦电路,张家浜桥,0.23626889342007315
10064,潍坊路,浦电路,0.28158385019927834
10065,张扬路,潍坊路,0.22697066317519674
10066,商城路,张扬路,0.2263619148280266
10067,北园路,龙阳路,0.25557809330628806
10068,张杨北路,莱阳路,0.3462559241706161
10069,川沙车站路,川沙东门街,0.0
10070,石笋路,新场大街,0.0
10071,牌楼东路,石笋街,0.29133858267716534
10072,东后老街,193弄1号,0.0
10073,东后老街,203弄1号,0.0
10074,环龙(北),环龙南,0.4018135637190726
10075,浦建路,锦安东路,0.4990392533626132
10076,锦安东路,锦和路,0.4745001342740655
10077,锦和路,锦安东路,0.43431458699472764
10078,锦安东路,锦绣路,0.5536083326444573
10079,锦绣路,东绣路,0.5325264750378215
10080,东绣路,锦和路,0.4148073022312373
10081,东水闸,高尔夫球场,0.0
10082,工农南路,惠南新华路,0.16616591553997662
10083,三角街,运河路,0.23403036379260958
10084,三八路,工农南路,0.0
10085,惠南新华路,十字街,0.5164473684210527
10086,城东,三角街,0.33197633136094673
10087,运河路,三八路,0.0
10088,南祝公路,靖海路,0.13725490196078433
10089,北顶头,东门街,0.0
10090,东门街,新川路,0.0
10091,齐河路,昌里东路,0.19333386747856743
10092,高科西路,齐河路,0.20783332106309357
10093,昌里东路,成山路,0.20781221528318453
10094,三林路,永泰路,0.20872815787185953
10095,"环林东路,环林西路",外环线,0.18772654047523155
10096,永泰路,泰环路,0.18288884562974497
10097,东方路,高科西路,0.5722370696431379
10098,泰环路,"环林东路,环林西路",0.1992221934145709
10099,靖海路,城东,0.0
10100,胶南路,南码头路,0.4920813771517997
10101,胶南路,南码头路,0.48734121769601396
10102,浦东南路,胶南路,0.44544194336259824
10103,临沂路,浦东南路,0.5552296983758701
10104,东方路,临沂路,0.602601288431594
10105,杨高南路,东方路,0.3039079357468233
10106,大道站路,顾全路,0.28842018397611713
10107,浦三路,御桥路,0.25257681270840227
10108,御桥路,永泰路,0.25076430071089173
10109,永泰路,同汾泾,0.2526645185276986
10110,花园石桥路,陆家嘴环路(南),0.3483470157532727
10111,世纪大道,花园石桥路,0.34782608695652173
10112,陆家嘴环路(南),东昌路,0.4666666666666667
10113,规划北环路,朝晖路,0.4103911102347788
10114,周祝公路,南六港,0.0
10115,际和路,顺航路,0.0
10116,顺航路,盐朝公路,0.3129948765719609
10117,锦延路,花木路,0.31287791071658305
10118,花木路,梅花路,0.4208121500740073
10119,梅花路,锦康路,0.52
10120,锦康路,浦建路,0.43525385054192806
10121,浦建路,锦安西路,0.5067037692891475
10122,锦安西路,锦和路,0.4449536029327529
10123,锦和路,东建路,0.4312026002166847
10124,东建路,锦和路,0.583336686490532
10125,张杨北路,莱阳路,0.501036866359447
10126,莱阳路,浦东北路,0.44732561477370586
10127,高桥学前街,高桥东街,0.4163649529326575
10128,滨江大道,陆家嘴环路,0.3325480957989792
10129,陆家嘴环路,银城中路,0.3340732519422864
10130,雪连路,富丰庄路,0.0
10131,富丰庄路,坦南路,0.0
10132,坦南路,下盐路,0.0
10133,张杨北路,季景路,0.47310186951545213
10134,季景路,杨高北路,0.4724940938238272
10135,景雅路,锦锈东路,0.25
10136,锦锈东路,来安路,0.25
10137,咸塘浜桥,玉兰路,0.4112260555363065
10138,玉兰路,浦建路,0.3848574185957351
10139,白杨路,海桐路,0.3513224686080684
10140,海桐路,咸塘浜桥,0.37204301075268814
10141,水产大队,洪波路,0.0
10142,洪波路,洪通路,0.0
10143,洪波路,洪田路,0.0
10144,洪田路,洪进路,0.0
10145,洪进路,装配厂,0.0
10146,上塘四组,洪波路,0.0
10147,洪进路,洪园路,0.0
10148,洪田路,洪进路,0.0
10149,洪波路,洪田路,0.0
10150,洪园路,洪通路,0.0
10151,南团公路,洪通路,0.0
10152,南泉路,浦东南路,0.31519274376417233
10153,东方路,南泉路,0.3077901107423936
10154,杨高南路,东方路,0.3337074753576457
10155,沪南公路7294号,二十六厂,0.0
10156,景雅路,锦锈东路,0.25
10157,锦锈东路,来安路,0.25
10158,来安路,上安路,0.25
10159,启帆路,洲海路,0.3041674825984013
10160,兰桥路,芳菲路,0.28802174215167003
10161,芳菲路,蝶衣路,0.28587986918905495
10162,蝶衣路,紫衣路,0.31297192642787997
10163,紫衣路,启帆路,0.3008638665475126
10164,康沈路,沪南公路,0.0
10165,周东路,康沈路,0.2222222222222222
10166,沪南公路,方窑厂,0.0
10167,方窑厂,纲桥头,0.0
10168,黄家浜,芳华路,0.4444444444444444
10169,芳华路,芳草路,0.2857142857142857
10170,华林中学,申波路,0.4820502285450157
10171,申波路,白杨路,0.4971948004169477
10172,白杨路,培花路,0.42871676039223444
10173,培花路,连波路,0.41347826086956524
10174,连波路,沪南路,0.5157286908558132
10175,金秋路,祖冲之路,0.3076973148901546
10176,丹桂路,金秋路,0.20833075148886365
10177,杨高中路,丁香路,0.22208430395674275
10178,丁香路,迎春路,0.4103492965663695
10179,迎春路,锦绣路,0.2198534966987485
10180,锦绣路,张家浜桥,0.2499971435426926
10181,张家浜桥,花木路,0.2462323134372338
10182,花木路,梅花路,0.2598964340933075
10183,梅花路,樱花路,0.3173854281852807
10184,樱花路,兰花路,0.2579526792774162
10185,兰花路,龙阳路,0.29735479097299294
10186,张杨北路,繁锦路,0.32168367346938775
10187,繁锦路,莱阳路,0.3512431735694176
10188,沪南路,连波路,0.35294117647058826
10189,连波路,培花路,0.26666666666666666
10190,培花路,白杨路,0.26666666666666666
10191,白杨路,申波路,0.26666666666666666
10192,沪南路,罗山路,0.2855050419694665
10193,紫衣路,莱阳路,0.30000000000000004
10194,沪南路,白杨路,0.31
10195,勤奋路,人民东路,0.3333333333333333
10196,人民东路,拱极路,0.3333333333333333
10197,拱极路,拱北路,0.42391304347826086
10198,拱北路,拱为路,0.3333333333333333
10199,陆家嘴路,滨江大道,0.2637037037037037
10200,图海路,益海路,0.0
10201,益海路,悦目路,0.0
10202,图翔路,宣桥大街,0.0
10203,宣桥大街,大治河路,0.0
10204,新场大街,奉新公,0.0
10205,洪桥港南岸,牌楼西路,0.0
10206,无,无,0.0
10207,栖霞路,乳山路,0.29094328703703703
10208,浦东大道,栖霞路,0.3289380656108597
10209,昌邑路,浦东大道,0.0
10210,张杨路,潍坊路,0.3201071643032011
10211,商城路,张杨路,0.2718813815146941
10212,乳山路,商城路,0.3072615483074672
10213,潍坊路,向城路,0.3803968624313935
10214,向城路,浦电路,0.41177718832891247
10215,陆家嘴西路,拾步街,0.03402854006586169
10216,拾步街,东昌路,0.21052631578947367
10217,国会中心,陆家嘴西路,0.2727272727272727
10218,秀来弄,荷花路,0.0
10219,永进路,秀来弄,0.0
10220,东庄路,永进路,0.0
10221,兴城路,航头商城路,0.0
10222,航南公路,兴城路,0.0
10223,航头商城路,饮食街 ,0.0
10224,饮食街 ,航南公路,0.0
10225,航头商城路,饮食街,0.0
10226,乐城路,兴城路,0.0
10227,饮食街,航南公路,0.0
10228,兴城路,航头商城路,0.0
10229,乐业公寓,乐城路,0.0
10230,沪城环路,芦潮港引河桥,0.3063719317279191
10231,港东街地平桥,港东街倪家木桥,0.0
10232,港东街倪家木桥,港东街万福桥,0.0
10233,港东街万福桥,港东街城隍庙桥,0.0
