city_name,city_name_another
曲靖,昆明
曲靖,毕节
曲靖,六盘水
曲靖,超级节点
昆明,玉溪
昆明,楚雄彝族自治州
昆明,红河哈尼族彝族自治州
昆明,昭通
昆明,超级节点
玉溪,超级节点
楚雄彝族自治州,超级节点
红河哈尼族彝族自治州,文山壮族苗族自治州
红河哈尼族彝族自治州,超级节点
昭通,凉山彝族自治州
昭通,毕节
昭通,超级节点
鄂尔多斯,榆林
鄂尔多斯,超级节点
榆林,吕梁
榆林,延安
榆林,忻州
榆林,超级节点
吕梁,晋中
吕梁,超级节点
延安,超级节点
忻州,超级节点
遵义,铜仁
遵义,贵阳
遵义,毕节
遵义,泸州
遵义,重庆
遵义,黔南布依族苗族自治州
遵义,超级节点
铜仁,重庆
铜仁,黔东南苗族侗族自治州
重庆,泸州
重庆,广安
重庆,成都
重庆,超级节点
黔东南苗族侗族自治州,黔南布依族苗族自治州
黔东南苗族侗族自治州,超级节点
辽阳,鞍山
辽阳,超级节点
鞍山,营口
鞍山,超级节点
贵阳,毕节
贵阳,黔南布依族苗族自治州
贵阳,安顺
贵阳,超级节点
毕节,六盘水
毕节,安顺
泸州,超级节点
黔南布依族苗族自治州,安顺
黔南布依族苗族自治州,超级节点
郑州,新乡
郑州,开封
郑州,许昌
郑州,超级节点
新乡,超级节点
宿州,徐州
宿州,淮北
宿州,超级节点
徐州,超级节点
淮北,超级节点
清远,广州
清远,佛山
清远,超级节点
广州,东莞
广州,惠州
广州,中山
广州,佛山
广州,深圳
广州,江门
广州,超级节点
佛山,中山
佛山,肇庆
佛山,江门
佛山,超级节点
文山壮族苗族自治州,超级节点
凉山彝族自治州,超级节点
益阳,岳阳
益阳,常德
益阳,超级节点
岳阳,超级节点
常德,超级节点
德州,济南
德州,超级节点
济南,泰安
济南,超级节点
渭南,西安
渭南,超级节点
西安,咸阳
西安,超级节点
湖州,杭州
湖州,嘉兴
湖州,超级节点
杭州,金华
杭州,绍兴
杭州,嘉兴
杭州,宁波
杭州,超级节点
嘉兴,上海
嘉兴,超级节点
葫芦岛,锦州
葫芦岛,超级节点
锦州,盘锦
锦州,超级节点
邵阳,娄底
邵阳,超级节点
娄底,湘潭
娄底,超级节点
黄冈,武汉
黄冈,超级节点
武汉,孝感
武汉,超级节点
金华,超级节点
潮州,汕头
潮州,超级节点
汕头,揭阳
汕头,超级节点
淄博,滨州
淄博,潍坊
淄博,超级节点
滨州,超级节点
盘锦,超级节点
上海,苏州
上海,南通
上海,超级节点
苏州,无锡
苏州,南通
苏州,超级节点
南通,盐城
南通,超级节点
泰安,超级节点
永州,衡阳
永州,超级节点
衡阳,超级节点
开封,超级节点
沧州,天津
沧州,超级节点
天津,唐山
天津,廊坊
天津,北京
天津,超级节点
六盘水,黔西南布依族苗族自治州
六盘水,安顺
六盘水,超级节点
保定,北京
保定,超级节点
北京,廊坊
北京,超级节点
安顺,黔西南布依族苗族自治州
安顺,超级节点
枣庄,济宁
枣庄,超级节点
济宁,菏泽
济宁,超级节点
揭阳,超级节点
大同,朔州
大同,超级节点
朔州,超级节点
青岛,潍坊
青岛,烟台
青岛,超级节点
潍坊,超级节点
来宾,柳州
来宾,超级节点
柳州,超级节点
许昌,超级节点
盐城,泰州
盐城,超级节点
泰州,超级节点
湘潭,株洲
湘潭,超级节点
株洲,超级节点
唐山,超级节点
南充,成都
南充,超级节点
成都,眉山
成都,德阳
成都,绵阳
成都,资阳
成都,内江
成都,超级节点
咸阳,超级节点
无锡,常州
无锡,超级节点
菏泽,超级节点
芜湖,马鞍山
芜湖,超级节点
马鞍山,超级节点
商丘,周口
商丘,亳州
商丘,超级节点
周口,阜阳
周口,超级节点
亳州,阜阳
亳州,超级节点
广安,超级节点
厦门,漳州
厦门,泉州
厦门,超级节点
漳州,泉州
漳州,超级节点
泉州,莆田
泉州,超级节点
内江,自贡
内江,资阳
内江,超级节点
自贡,超级节点
湛江,茂名
湛江,超级节点
茂名,超级节点
绍兴,宁波
绍兴,超级节点
宁波,超级节点
孝感,超级节点
濮阳,聊城
濮阳,超级节点
聊城,超级节点
定西,兰州
定西,超级节点
兰州,超级节点
南宁,钦州
南宁,崇左
南宁,百色
南宁,超级节点
钦州,超级节点
眉山,超级节点
莆田,福州
莆田,超级节点
福州,宁德
福州,南平
福州,超级节点
黔西南布依族苗族自治州,百色
黔西南布依族苗族自治州,超级节点
临沂,日照
临沂,超级节点
日照,超级节点
德阳,绵阳
德阳,超级节点
绵阳,超级节点
资阳,超级节点
哈尔滨,绥化
哈尔滨,超级节点
绥化,超级节点
临汾,运城
临汾,超级节点
运城,超级节点
镇江,常州
镇江,超级节点
常州,超级节点
东莞,深圳
东莞,惠州
东莞,超级节点
深圳,惠州
深圳,超级节点
惠州,超级节点
晋中,超级节点
烟台,超级节点
崇左,超级节点
玉林,贵港
玉林,超级节点
贵港,超级节点
营口,超级节点
百色,超级节点
六安,合肥
六安,超级节点
合肥,淮南
合肥,超级节点
宁德,超级节点
中山,珠海
中山,江门
中山,超级节点
珠海,超级节点
江门,超级节点
阜阳,超级节点
肇庆,超级节点
淮南,超级节点
廊坊,超级节点
南平,超级节点
舟山,超级节点
超级节点,黄石
超级节点,焦作
超级节点,丽水
超级节点,晋城
超级节点,巴中
超级节点,阜新
超级节点,威海
超级节点,白山
超级节点,攀枝花
超级节点,天门
超级节点,池州
超级节点,漯河
超级节点,丹东
超级节点,保山
超级节点,南昌
超级节点,鄂州
超级节点,宣城
超级节点,乐山
超级节点,淮安
超级节点,云浮
超级节点,南京
超级节点,长治
超级节点,防城港
超级节点,大连
超级节点,阳泉
超级节点,温州
超级节点,赣州
超级节点,荆门
超级节点,西宁
超级节点,湘西土家族苗族自治州
超级节点,吉安
超级节点,铜陵
超级节点,呼和浩特
超级节点,佳木斯
超级节点,遂宁
超级节点,达州
超级节点,承德
超级节点,驻马店
超级节点,天水
超级节点,长春
超级节点,黑河
超级节点,连云港
超级节点,衡水
超级节点,兴安盟
超级节点,齐齐哈尔
超级节点,平顶山
超级节点,武威
超级节点,宜昌
超级节点,滁州
超级节点,临沧
超级节点,郴州
超级节点,沈阳
超级节点,潜江
超级节点,恩施土家族苗族自治州
超级节点,乌兰察布
超级节点,襄阳
超级节点,大庆
超级节点,邢台
超级节点,张掖
超级节点,河源
超级节点,东营
超级节点,台州
超级节点,抚顺
超级节点,西双版纳傣族自治州
超级节点,白银
超级节点,蚌埠
超级节点,宜春
超级节点,九江
超级节点,四平
超级节点,张家口
超级节点,铁岭
超级节点,德宏傣族景颇族自治州
超级节点,普洱
超级节点,荆州
超级节点,伊春
超级节点,太原
超级节点,本溪
超级节点,双鸭山
超级节点,安阳
超级节点,海南藏族自治州
超级节点,长沙
超级节点,呼伦贝尔
超级节点,包头
超级节点,甘孜藏族自治州
超级节点,辽源
超级节点,海西蒙古族藏族自治州
超级节点,张家界
超级节点,庆阳
超级节点,上饶
超级节点,白城
超级节点,桂林
超级节点,济源
超级节点,北海
超级节点,抚州
超级节点,阳江
超级节点,秦皇岛
超级节点,梅州
超级节点,安康
超级节点,巴彦淖尔
超级节点,河池
超级节点,通化
超级节点,龙岩
超级节点,梧州
超级节点,宜宾
超级节点,安庆
超级节点,萍乡
超级节点,赤峰
超级节点,平凉
超级节点,邯郸
超级节点,丽江
超级节点,汕尾
超级节点,宿迁
超级节点,怀化
超级节点,宝鸡
超级节点,鹤岗
超级节点,通辽
超级节点,随州
超级节点,鹤壁
超级节点,朝阳
超级节点,雅安
超级节点,仙桃
超级节点,信阳
超级节点,景德镇
超级节点,三明
超级节点,鹰潭
超级节点,衢州
超级节点,牡丹江
超级节点,陇南
超级节点,铜川
超级节点,扬州
超级节点,临夏回族自治州
超级节点,阿坝藏族羌族自治州
超级节点,石家庄
超级节点,广元
超级节点,洛阳
超级节点,鸡西
超级节点,海北藏族自治州
超级节点,贺州
超级节点,三门峡
超级节点,大理白族自治州
超级节点,咸宁
超级节点,韶关
超级节点,松原
超级节点,十堰
超级节点,乌海
超级节点,金昌
超级节点,商洛
超级节点,南阳
超级节点,汉中
超级节点,延边朝鲜族自治州
超级节点,锡林郭勒盟
超级节点,新余
